,label,final_text
968,0,willing go aptitude class
969,0,wont b trying sort house ok
970,0,yar lor wan go c horse racing today mah eat earlier lor ate chicken rice u
971,0,haha awesome omw back
972,0,yup thk e shop close lor
973,0,account number
974,0,eh u send wrongly lar
975,0,hey ad crap nite borin without ya boggy u boring biatch thanx u wait til nxt time il ave ya 
976,0,ok shall talk
977,0,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing
978,0,hey pay salary de ltgt 
979,0,another month need chocolate weed alcohol
980,0,started searching get job dayshe great potential talent
981,0,reckon need town eightish walk carpark
982,1,congrats mobile g videophones r call videochat wid mate play java game dload polyph music noline rentl
983,0,look fuckin time fuck think
984,0,yo guess dropped
985,0,carlos say hell mu ltgt minute
986,0,im office call ltgt min
987,0,geeee miss already know think fuck cant wait till next year together loving kiss
988,0,yun ahthe ubi one say ì wan call tomorrowcall look ireneere got bus ubi cresubi tech parkph st wkg daysì n
989,0,ugh gotta drive back sd la butt sore
990,0,th july
991,0,hi im relaxing time ever get every day party good night get home tomorrow ish
992,0,ì ìï wan come come lor din c stripe skirt
993,0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
994,0,cant dont number
995,0,change e one next escalator
996,0,yetunde im class run water make ok pls
997,0,lot happened feel quiet beth aunt charlie working lot helen mo 
998,0,ì wait bus stop aft ur lect lar dun c ì go get car come back n pick ì
999,0,aight thanks comin
1000,0,nobut heard abt tat
1003,0,ltgt think say syllabus
1004,0,umma say anything
1005,0,give sec think think
1006,1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout
1007,0,dont quite know still cant get hold anyone cud pick bout pm see theyre pub
1008,0,poyyarikaturkolathupalayamunjalur posterode dis ltgt 
1009,0,dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala
1010,0,lol would mom would fit tell whole family crazy terrible
1011,0,got home babe still awake 
1012,0,dunno close oredi ìï v fan
1013,0,buy pizza meat lover supreme u get pick
1014,0,ya toldshe asking wats matter
1015,0,dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid
1016,1,free st week nokia tone ur mob every week txt nokia get txting tell ur mate wwwgetzedcouk pobox wwq normptone 
1017,0,shall send exe mail id
1018,0,nope watching tv home going v bored
1019,0,knowwait check
1020,0,good afternoon glorious anniversary day sweet j hope find happy content prey think send teasing kiss across sea coaxing image fond souveniers cougarpen
1021,1,guess somebody know secretly fancy wanna find give u call landline dateboxessexcmxn pmin 
1022,0,still tonight
1023,0,may call later pls
1024,0,hasnt pattern recently crap weekend
1025,0,sore throat scratch talk
1026,0,yes da plm ur office
1027,0,around still asleep v
1028,0,lol forgot eh yes ill bring babe
1029,0,good well find way
1030,0,use foreign stamp country good lecture 
1031,0,yup bathe liao
1032,0,happy new year man
1033,0,oh mr sheffield wanna play game okay youre bos im nanny give raise ill give one
1034,0,zoe hit im fucking shitin il defo try hardest cum morow luv u million lekdog
1035,0,hello baby get back mom setting computer filling belly go loverboy miss already sigh
1036,0,blanket sufficient thx
1037,0,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt
1038,0,edison rightly said fool ask question wise man answer know u speechless viva gm
1039,0,talking thats de wont
1040,0,today going college able atten class
1041,0,im class holla later
1043,0,mmm thats better got roast iåõd b better drink good indian
1044,1,know someone know fancy call find pobox lshb p
1045,0,come round 
1046,0,thing change sentence want concentrate educational career im leaving
1047,1,flirting txt girl bloke ur name age eg girl zoe join get chatting
1048,0,walked hour c u doesnåõt show care wont u believe im serious
1049,1, day euro kickoff u kept informed latest news result daily unsubscribe send get euro stop 
1050,0,available soiree june rd
1051,0,u noe wat time e place dat sell close
1052,0,got another job one hospital data analysis something start monday sure thesis got finished
1053,0,jay getting really impatient belligerent
1054,0,hiya comin bristol st week april le got rudi new yr eve snoringthey drunk u bak college yet work sends ink bath
1055,0,im work please call
1056,0,u drive lor
1057,0,ard like dat
1058,0,tell theyre female v howre throwing deciding get
1059,1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win å cash wkentp
1060,0,im working technical support voice processnetworking field
1061,0,might come kerala daysso prepared take leave finalise dont plan travel visitneed finish urgent work
1062,0,ok sure time tho sure get library class try see point good eve
1063,1,new local date area lot new people registered area reply date start wwwflirtpartyus reply
1064,0,thats fine ill bitch later
1065,0,mum went dentist
1066,0,free call sir waiting
1067,0,meeting u work tel shall work tomorrow
1068,1,someone u know asked dating service contact cant guess call revealed po box wu
1069,0,jus finish bathing
1070,0,alright ill make sure car back tonight
1071,1,urgent trying contact u today draw show å prize guaranteed call land line claim c validhrs
1072,1,dear uve invited xchat final attempt contact u txt chat 
1073,0,lul im gettin juicy gossip hospital two nurse talking fat gettin one think shes obese oyea
1074,0,aight ill get fb couple minute
1075,0,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
1076,0,download clear movie dvd copy
1077,0,yep pretty sculpture
1078,0,convey regard
1079,0,watching surya movie pm vijay movie pokkiri
1080,0,tell happen dont behave like ok need say
1081,0,u get pic msg phone
1082,0,send someone else 
1083,0,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
1084,0,love start attractioni feel need every time around meshe first thing come thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest thing herlove dont proove anyone girl beautiful lady whole planeti always singing praise herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later
1085,0,frndship like needle clock though v r clock v r nt able met evn v meetitz second bt v alwys stay conected gud
1086,0,dont think spatula hand
1087,0,never nothing
1088,1,awarded sipix digital camera call landline delivery within day c box mbp yr warranty ppm p på 
1089,0,goodmorning today late ltdecimalgt min
1090,1,win urgent mobile number awarded å prize guaranteed call land line claim valid hr ppm 
1091,0,please da call mistake side sorry da pls da goto doctor
1092,0,r meeting
1093,0,well weather cali great complexity great need car move freely tax outrageous great place sad part missing home
1094,0,reached home tired come tomorro
1095,0,ryder unsoldnow gibbs
1096,1,dear subscriber ur draw å gift voucher b entered receipt correct an elvis presley birthday txt answer 
1097,0,dont fret ill buy ovulation test strip send wont get til like march send postal addressull alrightokay
1098,0,gift trying get throw cliff something
1099,0,ne thing interesting good birthday u wrking nxt started uni today
1100,0,busy come point figure tomorrow
1101,0,yeah go bored depressed sittin waitin phone ring hope wind drop though scary
1102,0,black shirt n blue jean thk c ì
1103,0,aiyah sorry lor watch tv watch forgot check phone
1104,1,message important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting
1105,0,hen night going swing
1106,0,good afternoon love go day woke early online waiting hmmm italian boy online see grin
1107,0,someone smoke every time ive smoked last two week calling texting wanted smoke
1108,0,youll get headache trying figure u trust math promise
1109,0,sfirst timedhoni rock
1110,0,ok ill tell company
1111,0,awesome think get th usf time tonight
1112,0,mean still think teju
1113,0,im good movie ok leave hourish
1114,0,nothis kallis home groundamla home town durban
1115,0,let make saturday monday per convenience
1116,0,hey time driving fri go evaluation fri
1117,1, å price claim call 
1118,0,im going lunch wif family aft dat go str orchard lor
1119,1,bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd 
1120,0,cancel cheyyamoand get money back
1121,1,want anytime network min text new video phone five pound per week call reply delivery tomorrow
1122,0,okok okthenwhats ur today plan
1123,0,good morning princess
1124,0,aiyar sorry lor forgot tell u
1125,1,taking part mobile survey yesterday text use however wish get txts send txt tc wwwtxtcom p
1126,0,tonight mate catching sleep new number way 
1127,0,height oh shit situation guy throw luv letter gal fall brother head who gay
1128,1,ur hmv quiz cashbalance currently å maximize ur cashin send hmv pmsg
1129,0,check error difficulty correction
1130,0,howz painhope u r fine
1134,0,u wake already thanx e tau sar piah quite nice
1135,0,k need login anything
1136,1,dont forget place many free request stchoicecouk wish information call 
1137,0,lol busy
1138,0,u wearing
1140,0,ohas usual vijay film different
1141,1,dont know u u dont know send chat let find pmsg rcvd hgsuitelandsrowwjhl ldn year
1142,0,good day mine really busy much tomorrow night
1143,0,way send shade stuff wonderful
1144,0,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study 
1145,1,thank winner notified sm good luck future marketing reply stop customer service 
1146,0,babe lost 
1147,0,ok help ask shes working tmr
1148,0,im driving raining ill get caught e mrt station lor
1149,0,drop tank
1150,0,said text one time
1152,0,ok go change also
1153,1,girl many local u r virgin r ready fil ur every sexual need u fil text cute å p
1154,0,u find sitter kaitlyn sick slept day yesterday
1155,0,sorry man accidentally left phone silent last night didnt check til got
1156,0,hey something came last min think wun signing tmr hee
1157,0,he adult would learn experience there real danger dont like peep using drug dont need comment
1158,0,hey there veggie pizza 
1159,0,yun buying school got offer plus
1160,0,sure neighbor didnt pick
1161,0,k sent
1164,0,well im computerless time make oreo truffle
1165,0,haha yeah see sec
1166,0,number sir
1167,0,lol im hot air balloon
1168,0,ok bus come soon come otherwise tomorrow
1169,0,msg r time passthey silently say thinking u right also making u think least moment gd ntswt drms shesil
1170,0,yeah probably swing roommate finish girl
1171,1,got take take part wrc rally oz u lucozade energy text rally le p see pack lucozadecoukwrc itcould u
1172,0,happy new year melody
1173,0,ìï dun need pick ur gf
1174,0,yay better told girl either
1175,0,horrible u eat mac eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat
1176,0,say fantastic chance anything need bigger life lift losing live think would first person die n v q 
1177,0,nw came hme da
1178,0,im outside island head towards hard rock youll run
1179,0,day class class
1180,0,im chennai velachery
1181,0,flippin shit yet
1182,0,k give sec breaking ltgt cstore
1183,0,much bad avoid like
1184,0,yo around got car back
1185,0,annoying isnt
1186,0,goodmorning today late ltgt min
1187,0,there point hangin mr right he makin u happy
1188,0,come alivebetter correct good looking figure
1189,0,case guess ill see campus lodge
1190,0,done
1191,0,come home one last time wont anything trust
1192,0,night worrying appt shame missed girl night quiz popcorn hair
1193,1,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pic å wk 
1194,0,ok c ya
1195,1,new voicemail please call 
1196,0,said matter mind saying matter
1198,0,al moan n e thin go wrong faultal de argument r faultfed himso bother hav go thanxxx
1199,0,neft transaction reference number ltgt r ltdecimalgt credited beneficiary account ltgt lttimegt ltgt
1200,0,otherwise part time job natuition
1201,0,know called
1202,0,also da feel yesterday night wait til day night dear
1203,0,thanks understanding ive trying tell sura
1204,1,win year supply cd store ur choice worth å enter å weekly draw txt music tscs wwwldewcomsubswinppmx
1205,0,whole car appreciated last two dad map reading semi argument apart thing going ok p
1206,1,sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr
1207,0,need strong arm
1208,0,also maaaan missing
1209,0,bday real april 
1210,0,guessin aint gonna 
1211,0,ok come ur home half hour
1212,0,yo game almost want go walmart soon
1213,0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
1214,0,ill text creepy like wont think forgot
1215,0,would good û ill phone tomo lunchtime shall organise something
1216,1,new voicemail please call 
1217,0,damn make tonight want wait til tomorrow
1218,0,kkim also finewhen complete course
1219,0,true passable get high score apply phd get year salary make life easier
1220,1,nokia tone ur mob every week txt nok st tone free get txtin tell ur friend ptone reply hl info
1221,0,prakesh know
1222,0,teach apps da come college
1223,0,rofl betta invest anti aging product
1225,0,sir receive account another hr time sorry delay
1226,1,reply name address receive post week completely free accommodation various global location wwwphbcom php
1227,0,ìll submitting da project tmr rite
1228,1,free entry å weekly comp send word enter tc wwwtextcompcom cust care 
1229,0,jus an lar ull noe later
1230,0,want send something sell fast ltgt k easy money
1231,0,got thing may pub later
1232,0,finish meeting call
1233,0,lol ok ill snatch purse
1234,0,hellodrivbyquit edrunk sorry iff pthis make senrddnot dancce drum n basqihave fun nhite x ro xxxxxxx
1236,0,much getting
1237,0,ur paper e morn aft tmr
1238,0,dear relieved westonzoyland going plan end
1239,0,hope great new semester wish best made greatness
1240,0,oh yes speak txt u hmm u get email
1241,0,want show world princess europe
1242,0,nobody decide eat dad want chinese
1243,0,shoot im doc waiting room 
1244,0,im going dinner soon
1245,0,hello site download song urgent pls
1246,0,know u mean king havin credit im goinbed night night sweet onlymore sleep 
1247,0,horrible gal sch stuff come u got mc
1248,0,hi hun im comin nitetell every im sorry hope u ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monlrsx
1251,1,please call immediately urgent message waiting
1252,0,yeah like go like friend imma flip shit like half hour
1253,0,mum say wan go go shun bian watch da glass exhibition 
1254,0,plan pongal
1255,0,wait till end march el nino get oh
1256,0,yet chikkugoing room nw im bus
1257,0,also cbe pay
1258,0,honey boo im missing u
1259,0,sent jd customer service cum account executive ur mail id detail contact u
1260,0,yo im parent gettin cash good news picked downstem
1261,0,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy
1262,1,hungry gay guy feeling hungry call pmin stop text call pmin
1263,0,ok wahala remember friend need 
1264,0,see half hour
1265,0,im inperialmusic listeningthe weirdest track ever byåóleafcutter johnåósounds like insect molestedsomeone plumbingremixed evil men acid
1266,0,hey sorry didntgive ya bellearlier hunny
1267,0,seriously tell exact word right
1268,1,u get phone wanna chat set meet call u cum moro luv jane xx callså minmoremobsemspoboxpowa
1269,0,tee hee lecture cheery bye bye
1270,0,sorry chikku cell got problem thts nt able reply u msg u
1271,0,still havent collected dough pls let know go place sent get control number
1272,0,ok
1273,1,network operator service free c visit biz
1274,0,let know contact ive settled room let know ok
1275,0,wot u u weirdo
1276,0,lor
1277,0,dont put phone silent mode ok
1278,0,meet ì depends ì wan lor
1279,0,waiting tv show start lor u leh still busy ur report
1280,0,oh ho first time u use type word
1281,0,one doesnt stalk profile
1282,0,ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
1283,0,yes thought thanks
1284,0,shes drinkin im ok
1285,0,wondering others took
1286,0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
1287,0,dog must always wait till end day word run time cell already
1288,0,happy new year u
1289,0,heygreat dealfarm tour pm pax deposit may
1290,0,eat jap done oso aft ur lect wat ìï got lect rite 
1291,0,hey babe saw came online second disappeared happened 
1292,0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish
1293,0,happy birthday may ur dream come true
1294,0,aiyah u ok already lar e nydc wheellock
1295,0,tell said eat shit
1296,0,sure driving reach destination soon
1297,0,k much th fifty
1298,0,daily text ûò favour time
1299,0,great hear settling well whats happenin wit ola
1300,0,cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one
1301,0,tot u reach liao said tshirt
1302,0,fran decided go n e way im completely broke knackered got bout c u mrw love janx p dad fone credit
1304,0,right ill make appointment right
1305,0,designation software developer may get chennai
1306,1,enjoy jamster videosound gold club credit new videosounds logosmusicnews get fun jamstercouk help call 
1307,1,get lion england tone reply lionm mono lionp poly go wwwringtonescouk original n best tone gbp network operator rate apply
1308,0,jokin oni lar ìï busy wun disturb ì
1309,0,ok careful dont text drive 
1310,0,ill always even spirit ill get bb soon trying sure need
1311,0,u r much close heart u go away shattered plz stay
1312,0,love u babe r u sure everything alrite idiot txt bak girlie
1313,0,abt making pic bigger
1314,0,got got colour lor one colour quite light n e darker lor actually im done shes styling hair
1315,0,whenevr ur sad whenevr ur gray remembr im listn watevr u wanna say jus walk wid little whileamp promise ill bring back ur smile
1316,0,nothing ok anyway give treat
1317,1,win newest ûïharry potter order phoenix book reply harry answer question chance first among reader
1319,0,correct work today
1320,0,sent scream moan bed princess
1321,0,wake long ago already dunno thing
1322,0,oh getting even u u
1323,0,thk shd ok said plus minus ì leave line paragraph
1324,0,call plz number show coveragd area urgnt call vasai amp reach clock call plz
1325,0,yeah jay sort fucking retard
1326,0,sorry bathroom sup
1327,1,ur balance å ur next question sang uptown girl answer txt ur answer good luck
1328,0,exam february wish great day
1329,0,dont know come ask question like dont mistake
1330,0,aight rush ill ask jay
1331,0,good morning plz call sir
1332,0,ok lar u sleep early nite
1333,0,oh icic k lor den meet day
1334,0,oh half hour much longer syria canada eh wow must get much work done day u extra time grin
1335,0,sometimes put wall around heartsnot safe getting hurt find care enough break wall amp get closer goodnoon
1336,0,sweet may may go u meet carlos gauge patty interest
1337,0,buying today ìï need c meh
1338,0,aight sorry take ten year shower whats plan
1339,0,every mondaynxt week vl completing
1340,0,might ax well im
1341,0,chill another hr could sleep pain surgical emergency see unfolds okay
1342,0,yeah ill try scrounge something
1343,0,crazy ar he married ìï like gd looking guy frens like say he korean leonas fave dun thk aft thinking mayb prob ill go
1344,0,somewhere fredericksburg
1345,0,que pas un buen tiempo something like
1346,0,ok stay night xavier sleeping bag im getting tired
1347,0,doesnt need test
1348,0,nothing much chillin home super bowl plan
1349,1,freeday sexy st george day pic jordantxt pic dont miss every wk saucy celeb pic c pocketbabecouk å wk
1350,0,bugis oso near wat 
1351,0,yo there class tmrw right
1352,0,let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via waysmscom
1353,0,goodnight sleep well da please take care pa please
1354,0,baaaaabe miss youuuuu go teach class 
1356,0,u ned convince tht possible witot hurting feeling main
1357,0,good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy
1358,0,start sending blackberry torch nigeria find buyer melike month tell dad buy bb anyone oh
1359,0,ltgt pple marry lover becz hav gud undrstndng dat avoids problem sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send ltgt frnds ltgt min whn u read
1360,0,yo dude guess got arrested day
1361,0,shuhui say change suntec steamboat u noe r u
1362,0,dance river
1363,0,yetunde im sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger
1364,0,hey really pretty late want go lesson first join im reaching tp mrt
1365,1,hot live fantasy call p per min ntt ltd po box croydon cr wb k
1366,0,bbq sat mine ish ur welcome come
1367,0,dont know thing thats wrong everyso often panicks start goin bout bein good enough û
1368,0,alright im outhave good night
1369,0,try making another butt
1370,0,hope feeling great pls fill abiola
1371,0,though shd go n fun bar town something ûò sound ok
1372,0, go write msg put dictionary mode cover screen hand press ltgt gently remove ur hand interesting
1373,1,bear pic nick tom pete dick fact type try gay chat photo upload call pmin stop text call 
1374,1, new mobile must go txt nokia collect todayfrom å wwwtcbiz optout gbpmtmsg txtauction
1375,0,finally ready fyi
1376,0,auntie huai juan never pick phone
1377,1,double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer calloptoutlf
1378,0,ya tel wats ur problem
1380,0,dnt wnt tlk wid u
1381,0,spend day waiting ideal path appear front u forget path made walking waiting goodnight
1382,0,ok arm feeling weak cuz got shot go another time
1383,0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei already see netno ticket availablei want book ticket tackle 
1384,0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person
1385,0,thats ok popped ask bout something said youd around tonght wen girl come
1386,0,e best ur exam later
1387,0,hope ur head doesnt hurt much ploughing way pile ironing staying chinky tonight come round like
1388,0,oh ki think wi nz player unsold
1389,0,haha got fast lose weight thk muz go month den got effect geelater go aust put bk e weight
1390,0,wonder got online love gone net cafe get phone recharged friend net think boytoy
1391,0,haha kidding papa need drug
1392,0,thk shld b ya wana go lesson haha go one whole stretch
1393,0,oh ok
1394,0,r still meeting dinner tonight
1395,0,thats cool gentleman treat dignity respect
1396,0,shall start hear
1397,0,wait u lor need feel bad lar
1398,0,check got detailed message
1399,0,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
1400,0,decided people care stuff vote caring stuff loser
1401,0,kaiez enjoy ur tuition gee thk e second option sound beta ill go yan jiu den msg u
1403,0,cool fun practicing making baby
1404,0,actually getting ready leave house
1405,0,kkany special today
1406,1,urgent important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting
1407,0,gotta
1408,0,ive got ten buck jay noncomittal
1409,0,hungry
1410,0,pls speak customer machan
1411,0,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
1413,1,dear uve invited xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
1414,0,wats ur opinion abt abt character
1415,0,jay snickering tell x totally fucking chord speak
1416,0,nofew hour beforewent hair cut 
1417,0,wonder co dun rem seeing silver car thk saw black one
1418,0,lmao take pic send
1419,0,speak feel word better silence gud mrng
1420,0,shes currently scotland
1421,0,work week 
1422,1,congratulation ur awarded either å cd gift voucher free entry å weekly draw txt music tncs wwwldewcom winppmxage
1423,0,lol great im getting hungry
1424,0,yes saw message
1425,0,ill mu like ltgt second
1427,0,thing r good thanx got exam march ive done revision fran still boyf ive gotta interviw exeter bit worriedx
1428,0,tell make little spreadsheet track whose idea smoke determine smoke much entire month february
1429,1,sale arsenal dartboard good condition double treble
1430,0,dont look back building coat dont want get sick hurry home wear coat gym
1431,0,painful personal thought always try keep everybody happy time nobody recognises alone
1432,0,thanks lovely wisheds rock
1433,0,intrepid duo great time see soon 
1434,0,asked sen come chennai search job
1435,0,dad went oredi 
1436,0,jus hope true missin co im really missin havent done anything feel guilty yet
1437,0,wat late still early mah juz go dinner lor aiya dunno
1438,0,arm fine hows cardiff uni 
1439,0,fact leave think addie go back school tues wed
1440,0,cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day 
1441,0,yagoing restaurant
1442,0,ok askd u knw tht
1443,1,free st week entry textpod chance win gb ipod å cash every wk txt pod tscs wwwtextpodnet custcare 
1444,0,ducking chinchilla
1445,0,marriage function
1446,0,look like u wil b getting headstart im leaving bout ish u r desperate company could head earlierwe goin meet rummer
1447,0,û give flying monkey wot think certainly û mind friend mine
1448,1,registered optin subscriber ur draw å gift voucher entered receipt correct an whats bbc chart
1449,0,say thanks 
1450,0,msg rajini come
1451,0,ya ì taking ure practical lesson start june 
1452,0,thats good need drug
1453,0,stupidits possible
1454,0,ì decide faster co si going home liao
1455,1,summer finally fancy chat flirt sexy single yr area get matched reply summer free join optout txt stop help
1456,0,u sleeping going take haha got spy wat online checking n replying mail lor
1457,1,claire havin borin time alone u wanna cum nite chat hope c u luv claire xx callså minmoremobsemspoboxpowa
1459,1,bought one ringtone getting text costing pound offering tone etc
1460,0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf nt yet ovr chikkuali vargu lyfu meow meowd
1461,0,kinda first one get twelve aah speak tomo
1462,1, urgent mobile xxxxxxxxx å bonus caller prize nd attempt reach call asap
1463,0,ok good later come find ì c lucky told ì go earlier later pple take finish ì
1464,0,wat make u thk ill fall actually thk im quite prone fall lucky dad home ask come n fetch already
1465,1,guaranteed latest nokia phone gb ipod mp player å prize txt wordcollect tcllc nyusa pmt msgrcvd
1467,0,wont touch permission
1468,1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg day lucy x callså minmobsmorelkpoboxhpfl
1469,0, wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear
1470,0,take small dose tablet fever
1471,0,oh u must taken real valentine shopping first
1472,0,sent email ûò address incomm right
1473,0,gonna blake night might able get little early
1474,0,friendship game play word say doesnt start march end may tomorrow yesterday today e
1475,0,nice waitshould texting right im gonna pay ticket ya know
1476,0,im watching lotr w si dis aft u wan meet dinner nite
1477,0,keeping away like
1478,0,think far find check google map place dorm
1479,0,trip ok quite tiring lor uni start today ok co im taking module jus concentrating final yr project
1480,0,always saying welp
1481,0,im guy browsin compulsory
1483,0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
1485,0,add dont really care cant least get dude fuck hey money want
1486,0,hello lover go new job happy think wake slave send teasing kiss across sea
1487,0,told number gautham
1488,0,tell need investigate anywhere
1489,0,ok juz receive
1490,0,cant believe said many thing morning really wanted say good morning love beautiful morning see library later
1491,1,account credited free text message activate txt word credit tc wwwbiz
1492,0,end might still vomit okay everything come
1493,0,moneyas youmoney aint thinghow sha
1494,0,everything weather keep extra warm cold nothing serious pls lot vitamin c
1495,0,hey gal anyone u going e driving centre tmr
1496,0,im always yahoo messenger send message ill get may send mobile mode sha ill get reply
1497,0,im putting ready lttimegt 
1498,0,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon
1499,1,sm ac jsco energy high u may know channel day ur leadership skill r strong psychic reply an wquestion end reply end jsco
1500,0,hostbased idp linux system
1501,1,hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call
1502,0,dawhats plan
1503,0,ill ltgt ok
1504,0,oh god im almost home
1505,0,total video converter free download type google search
1506,1,thanks vote sing along star karaoke mobile free link reply sing
1508,0,sound like something someone testing would sayy
1509,0,u love someone dont make love u much u love much dont want loved anyone except gud nit
1510,0,peteis phone still jenny college leannewhat
1511,0,oops sorry check dont mind picking tomo half eight station would ok
1512,0,hey sweet wondering moment might come want send file someone wont go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss
1513,0,hows champ leaving glasgow
1514,0,kall bestcongrats
1515,0,wonder youll get text
1516,0,need come home give good lovin
1517,1,brand new mobile music service live free music player arrive shortly install phone browse content top artist
1518,0,shall ask one thing dont mistake
1519,0,check wid corect speling ie sarcasm
1520,1,urgent mobile awarded å bonus caller prize nd attempt contact call boxqu bt national rate
1521,0,angry happen dear
1522,0,thk u dun haf hint e forum already lor co told ron n darren going tell shuhui
1523,0,yup ok thanx
1524,0,hicts employee
1525,0,pls pls find aunt nike
1526,0,wow love sooo much know barely stand wonder day go well love think miss
1527,0,screaming mean shouting
1528,0,hey happen de alright
1529,0,picked receipt something earlier
1530,0,think chennai well settled
1531,0,oh dang didnt mean send lol
1532,0,unfortunately ive found pick sister airport evening dont think ill going try go one th
1533,0,horrible bf v hungry
1534,0,remember day
1535,1,nokia get win free auction take part send nokia hgsuitelands rowwjhl 
1536,0,hows feel mr real valentine yo valentine even tho u hardly play
1537,0,sound good finger make difficult type
1538,0,midnight earliest
1539,0,youre sure im trying make xavier smoke dont want smoke told smoke much
1540,0,k come nordstrom youre done
1541,0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream
1542,0,press conference da
1543,1,hello orange month free access game news sport plus free text photo message reply yes term apply wwworangecoukow
1544,0,completed degree use joining finance
1545,0,good afternoon love job prospect missing lazy bleak hmmm happy filled love 
1546,0,shant disturb u anymore jia
1547,0,bishan lar nearer need buy early co buy gotta park car
1548,0,dont know oh
1549,0,dude sux snake got old raiden got buff
1550,0,say hi get as back south tampa preferably kegger
1551,0,e msg jus u said thanks gift
1552,0,u
1553,0,ok dear call chechi
1554,0,yeah tote u wanna
1555,0,ok found dis pierre cardin one look normal cost sale
1556,0,good sleep rhythm person establish rhythm body learn use want know 
1557,0,wat r u
1558,0,message truro hospital ext phone phone side
1559,0,single line big meaning miss anything ur best life
1560,0,got gas money chance gang want go grand nature adventure
1561,0,dnt worryuse ice piece cloth packalso take tablet
1562,0,dude saw parked car sunroof popped sux
1563,0,get ready put excellent sub face 
1564,0,tmrw im finishing door
1565,0,ltgt g saw day ago guy want sell wifi ltgt g ltgt thats blanked
1566,0,late
1567,0,whatever im pretty pissed
1569,0,dont much image class
1570,0,noi got rumour going buy apartment chennai
1571,0,near kalainar tv officethenampet
1572,1,ur cashbalance currently pound maximize ur cashin send go pmsg cc hgsuitelands rowwjhl
1573,1,sm auction brand new nokia auction today auction free join take part txt nokia hgsuitelands rowwjhl
1574,0,si catching e show e afternoon im watching w c u wan watch today tmr lor
1575,0,sound gd haha wah u yan jiu fast liao
1576,0,nosy guess idk reacting im freaked
1577,0,remember hurt day satanic imposter meneed pay priceso itmay destiny keep going u said pray get mind get
